0,1,2,3
"{'id': 'MONDO:0859293', 'label': 'neurodevelopmental disorder with microcephaly, cerebral atrophy, and visual impairment'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0010819', 'label': 'Atonic seizure'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0014963', 'label': 'Shashi-Pena syndrome'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002373', 'label': 'Febrile seizure (within the age range of 3 months to 6 years)'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011487', 'label': 'Huntington disease-like 3'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0005395', 'label': 'movement disorder'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011487', 'label': 'Huntington disease-like 3'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015548', 'label': 'Huntington disease-like syndrome'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011671', 'label': 'Huntington disease-like 2'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0016987', 'label': 'neuroacanthocytosis'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011781', 'label': 'spinocerebellar ataxia type 17'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0000114', 'label': 'cerebelloparenchymal disorder'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011781', 'label': 'spinocerebellar ataxia type 17'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015548', 'label': 'Huntington disease-like syndrome'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011781', 'label': 'spinocerebellar ataxia type 17'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0019792', 'label': 'autosomal dominant cerebellar ataxia type I'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011487', 'label': 'Huntington disease-like 3'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0005559', 'label': 'neurodegenerative disease'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011781', 'label': 'spinocerebellar ataxia type 17'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0005559', 'label': 'neurodegenerative disease'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011487', 'label': 'Huntington disease-like 3'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0021136', 'label': 'rare'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011638', 'label': 'neuroferritinopathy'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015548', 'label': 'Huntington disease-like syndrome'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011638', 'label': 'neuroferritinopathy'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0017763', 'label': 'disorder of iron metabolism and transport'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011638', 'label': 'neuroferritinopathy'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0018307', 'label': 'neurodegeneration with brain iron accumulation'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011671', 'label': 'Huntington disease-like 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0008458', 'label': 'spinocerebellar ataxia type 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0003743', 'label': 'Genetic anticipation'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0008458', 'label': 'spinocerebellar ataxia type 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011781', 'label': 'spinocerebellar ataxia type 17'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0003743', 'label': 'Genetic anticipation'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MGI:5565691', 'label': 'Tg(UBC-GFP/HTT*84Q)22Shya/0  [background:] involves: FVB'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:3698039', 'label': 'Htt<sup>tm4Mem</sup>/Htt<sup>tm4Mem</sup>  [background:] involves: 129S1/Sv * 129X1/SvJ * CD-1'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:5286128', 'label': 'Tg(Prnp-HTT*82Q,KRT14-EGFP)C63Dbo/0  [background:] Not Specified'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:5697200', 'label': 'Tg(ATXN2*72Q)#Plt/0  [background:] FVB/N-Tg(ATXN2*72Q)#Plt'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0008458', 'label': 'spinocerebellar ataxia type 2'}",{'notes': 'second_layer'}
"{'id': 'MGI:3613525', 'label': 'Tg(YAC128)53Hay/0  [background:] FVB/N-Tg(YAC128)53Hay'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:4410605', 'label': 'Prnp<sup>tm1Cwe</sup>/Prnp<sup>tm1Cwe</sup> Tg(Prnp-tTA)F959Sbp/Tg(Prnp-tTA)F959Sbp Tg(tetO-ATXN3)2904Olri/Tg(tetO-ATXN3)2904Olri  [background:] involves: 129S7/SvEvBrd * C57BL/6 * FVB'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:5516453', 'label': 'Tg(Prnp-ATXN3*70Q)70.61Olri/0  [background:] involves: C57BL/6N'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:5646304', 'label': 'Tg(CMV-ATXN3*135Q)CPama/0  [background:] C57BL/6-Tg(CMV-ATXN3*135Q)CPama'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:3722277', 'label': 'Tg(YAC72)2511Hay/?  [background:] involves: FVB/N'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:3723505', 'label': 'Tg(HD)63Aron/?  [background:] involves: C57BL/6 * SJL'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:3605770', 'label': 'Htt<sup>tm1Szi</sup>/Htt<sup>tm2Szi</sup> Tg(Camk2a-cre)2Szi/0  [background:] involves: 129S/SvEv * 129S1/Sv * C57BL/6 * CBA'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'second_layer'}
"{'id': 'MGI:5698523', 'label': 'Htt<sup>tm2Detl</sup>/Htt<sup>+</sup>  [background:] B6J.129P2-Htt<sup>tm2Detl</sup>'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'second_layer'}
"{'id': 'HP:0000602', 'label': 'Ophthalmoplegia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000597', 'label': 'Ophthalmoparesis'}",{'notes': 'second_layer'}
"{'id': 'HP:0000602', 'label': 'Ophthalmoplegia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0008049', 'label': 'Abnormality of the extraocular muscles'}",{'notes': 'second_layer'}
"{'id': 'HP:0000602', 'label': 'Ophthalmoplegia'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0081701', 'label': 'paralysed extra-ocular muscle'}",{'notes': 'second_layer'}
"{'id': 'HP:0000602', 'label': 'Ophthalmoplegia'}",{'label': 'biolink:related_to'},"{'id': 'UBERON:0001601', 'label': 'extra-ocular muscle'}",{'notes': 'second_layer'}
"{'id': 'HP:0032014', 'label': 'Dysmetric vertical saccades'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000641', 'label': 'Dysmetric saccades'}",{'notes': 'second_layer'}
"{'id': 'HP:0500074', 'label': 'Dissociated vertical deviation'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0500073', 'label': 'Abnormal ocular alignment'}",{'notes': 'second_layer'}
"{'id': 'HP:0025068', 'label': 'Incomitant strabismus'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000486', 'label': 'Strabismus'}",{'notes': 'second_layer'}
"{'id': 'HP:0010877', 'label': 'Monocular strabismus'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000486', 'label': 'Strabismus'}",{'notes': 'second_layer'}
"{'id': 'HP:0000496', 'label': 'Abnormality of eye movement'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000708', 'label': 'Atypical behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:0000496', 'label': 'Abnormality of eye movement'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0012373', 'label': 'Abnormal eye physiology'}",{'notes': 'second_layer'}
"{'id': 'HP:0000496', 'label': 'Abnormality of eye movement'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0080581', 'label': 'abnormal eye movement'}",{'notes': 'second_layer'}
"{'id': 'HP:0000496', 'label': 'Abnormality of eye movement'}",{'label': 'biolink:related_to'},"{'id': 'NBO:0000444', 'label': 'eye movement'}",{'notes': 'second_layer'}
"{'id': 'HP:0000497', 'label': 'Globe retraction and deviation on abduction'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0011347', 'label': 'Abnormality of ocular abduction'}",{'notes': 'second_layer'}
"{'id': 'HP:0000511', 'label': 'Vertical supranuclear gaze palsy'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000605', 'label': 'Supranuclear gaze palsy'}",{'notes': 'second_layer'}
"{'id': 'HP:0000514', 'label': 'Slow saccadic eye movements'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000570', 'label': 'Abnormal saccadic eye movements'}",{'notes': 'second_layer'}
"{'id': 'HP:0000542', 'label': 'Impaired ocular adduction'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000496', 'label': 'Abnormality of eye movement'}",{'notes': 'second_layer'}
"{'id': 'HP:0000565', 'label': 'Esotropia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0020045', 'label': 'Esodeviation'}",{'notes': 'second_layer'}
"{'id': 'HP:0000565', 'label': 'Esotropia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0032012', 'label': 'Heterotropia'}",{'notes': 'second_layer'}
"{'id': 'HP:0000570', 'label': 'Abnormal saccadic eye movements'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000496', 'label': 'Abnormality of eye movement'}",{'notes': 'second_layer'}
"{'id': 'HP:0000571', 'label': 'Hypometric saccades'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000570', 'label': 'Abnormal saccadic eye movements'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0859169', 'label': 'White-Kernohan syndrome'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000639', 'label': 'Nystagmus'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0859169', 'label': 'White-Kernohan syndrome'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0020045', 'label': 'Esodeviation'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0060752', 'label': 'neurodevelopmental disorder with spasticity and poor growth'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0025586', 'label': 'Hypertropia'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0060752', 'label': 'neurodevelopmental disorder with spasticity and poor growth'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000496', 'label': 'Abnormality of eye movement'}",{'notes': 'second_layer'}
