0,1,2,3
"{'id': 'MONDO:0011819', 'label': 'spinocerebellar ataxia type 19/22'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0012444', 'label': 'neurodegeneration with brain iron accumulation 2B'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0008948', 'label': 'cerebrotendinous xanthomatosis'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0013674', 'label': 'neurodegeneration with brain iron accumulation 4'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0013674', 'label': 'neurodegeneration with brain iron accumulation 4'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0030805', 'label': 'spinocerebellar ataxia 49'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2661', 'label': 'DAB1'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0014410', 'label': 'spinocerebellar ataxia type 37'}",{'notes': 'second_layer'}
"{'id': 'HGNC:23166', 'label': 'PNPT1'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0012103', 'label': 'spinocerebellar ataxia type 25'}",{'notes': 'second_layer'}
"{'id': 'HGNC:3214', 'label': 'EEF2'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0012246', 'label': 'spinocerebellar ataxia type 26'}",{'notes': 'second_layer'}
"{'id': 'HGNC:8820', 'label': 'PDYN'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0012449', 'label': 'spinocerebellar ataxia type 23'}",{'notes': 'second_layer'}
"{'id': 'HGNC:315', 'label': 'AFG3L2'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0012450', 'label': 'spinocerebellar ataxia type 28'}",{'notes': 'second_layer'}
"{'id': 'HGNC:53924', 'label': 'NOTCH2NLC'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0011327', 'label': 'neuronal intranuclear inclusion disease'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2531', 'label': 'CTSF'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019260', 'label': 'adult neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:16235', 'label': 'DNAJC5'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019260', 'label': 'adult neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2529', 'label': 'CTSD'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019260', 'label': 'adult neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2073', 'label': 'TPP1'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019260', 'label': 'adult neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2077', 'label': 'CLN6'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019260', 'label': 'adult neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:9325', 'label': 'PPT1'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019260', 'label': 'adult neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2076', 'label': 'CLN5'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019260', 'label': 'adult neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:16235', 'label': 'DNAJC5'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019262', 'label': 'juvenile neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2529', 'label': 'CTSD'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019262', 'label': 'juvenile neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2073', 'label': 'TPP1'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019262', 'label': 'juvenile neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2077', 'label': 'CLN6'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019262', 'label': 'juvenile neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2079', 'label': 'CLN8'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019262', 'label': 'juvenile neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:9325', 'label': 'PPT1'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019262', 'label': 'juvenile neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'HGNC:2076', 'label': 'CLN5'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0019262', 'label': 'juvenile neuronal ceroid lipofuscinosis'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0010375', 'label': 'developmental and epileptic encephalopathy, 8'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0001419', 'label': 'X-linked recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0009696', 'label': 'juvenile myoclonic epilepsy'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011811', 'label': 'autosomal recessive cerebellar ataxia-saccadic intrusion syndrome'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0014688', 'label': 'short-rib thoracic dysplasia 14 with polydactyly'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011175', 'label': 'Friedreich ataxia 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0011963', 'label': 'Joubert syndrome 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0030318', 'label': 'spinocerebellar ataxia, autosomal recessive 30'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0008943', 'label': 'autosomal recessive spinocerebellar ataxia 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0002419', 'label': 'transient tic disorder'}",{'label': 'biolink:related_to'},"{'id': 'HP:0025153', 'label': 'Transient'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0003122', 'label': 'striatonigral degeneration'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0007803', 'label': 'multiple system atrophy'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0003233', 'label': 'essential tremor'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0005395', 'label': 'movement disorder'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0003233', 'label': 'essential tremor'}",{'label': 'biolink:related_to'},"{'id': 'HP:0030186', 'label': 'Kinetic tremor'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0003441', 'label': 'dystonic disorder'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0001815', 'label': 'extrapyramidal and movement disease'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0003441', 'label': 'dystonic disorder'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0005395', 'label': 'movement disorder'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0003233', 'label': 'essential tremor'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0100545', 'label': 'hereditary neurological disease'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0030318', 'label': 'spinocerebellar ataxia, autosomal recessive 30'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015244', 'label': 'autosomal recessive cerebellar ataxia'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0007661', 'label': 'Tourette syndrome'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'HGNC:9154', 'label': 'PNKP'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0014557', 'label': 'ataxia - oculomotor apraxia type 4'}",{'notes': 'second_layer'}
"{'id': 'HGNC:30829', 'label': 'TUBB2B'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0009133', 'label': 'cerebellar ataxia, intellectual disability, and dysequilibrium'}",{'notes': 'second_layer'}
"{'id': 'HGNC:12698', 'label': 'VLDLR'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0009133', 'label': 'cerebellar ataxia, intellectual disability, and dysequilibrium'}",{'notes': 'second_layer'}
"{'id': 'HGNC:26600', 'label': 'WDR81'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0009133', 'label': 'cerebellar ataxia, intellectual disability, and dysequilibrium'}",{'notes': 'second_layer'}
"{'id': 'HGNC:1382', 'label': 'CA8'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0009133', 'label': 'cerebellar ataxia, intellectual disability, and dysequilibrium'}",{'notes': 'second_layer'}
"{'id': 'HGNC:6893', 'label': 'MAPT'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0016564', 'label': 'progressive supranuclear palsy-progressive non-fluent aphasia syndrome'}",{'notes': 'second_layer'}
"{'id': 'HGNC:6893', 'label': 'MAPT'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0016563', 'label': 'progressive supranuclear palsy-corticobasal syndrome'}",{'notes': 'second_layer'}
"{'id': 'HGNC:25751', 'label': 'TRAPPC11'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0018243', 'label': 'intellectual disability-hyperkinetic movement-truncal ataxia syndrome'}",{'notes': 'second_layer'}
"{'id': 'HGNC:11005', 'label': 'SLC2A1'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0010983', 'label': 'dystonia 9'}",{'notes': 'second_layer'}
"{'id': 'HGNC:16695', 'label': 'BCAP31'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0010334', 'label': 'severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome'}",{'notes': 'second_layer'}
"{'id': 'HGNC:31399', 'label': 'SLC6A17'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0014559', 'label': 'progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome'}",{'notes': 'second_layer'}
"{'id': 'HGNC:25751', 'label': 'TRAPPC11'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0014144', 'label': 'autosomal recessive limb-girdle muscular dystrophy type R18'}",{'notes': 'second_layer'}
"{'id': 'HGNC:24624', 'label': 'SIL1'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0009567', 'label': 'Marinesco-Sjogren syndrome'}",{'notes': 'second_layer'}
"{'id': 'HGNC:33882', 'label': 'INPP5K'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0009567', 'label': 'Marinesco-Sjogren syndrome'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:26195', 'label': 'polyphenol'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:33572', 'label': 'resorcinols'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:36027', 'label': 'stilbenol'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:176497', 'label': 'geroprotector'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:participates_in'},"{'id': 'Reactome:R-BTA-211945', 'label': 'Phase I - Functionalization of compounds'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:participates_in'},"{'id': 'Reactome:R-GGA-211945', 'label': 'Phase I - Functionalization of compounds'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:participates_in'},"{'id': 'Reactome:R-HSA-211945', 'label': 'Phase I - Functionalization of compounds'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:participates_in'},"{'id': 'Reactome:R-MMU-211945', 'label': 'Phase I - Functionalization of compounds'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:participates_in'},"{'id': 'Reactome:R-SSC-211945', 'label': 'Phase I - Functionalization of compounds'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:participates_in'},"{'id': 'Reactome:R-CFA-211945', 'label': 'Phase I - Functionalization of compounds'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:participates_in'},"{'id': 'Reactome:R-XTR-211945', 'label': 'Phase I - Functionalization of compounds'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:participates_in'},"{'id': 'Reactome:R-RNO-211945', 'label': 'Phase I - Functionalization of compounds'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0002492', 'label': 'acute kidney failure'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0004970', 'label': 'adenocarcinoma'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0002816', 'label': 'adrenal cortex disorder'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0019303', 'label': 'premature aging syndrome'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0100053', 'label': 'anaphylaxis'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0002280', 'label': 'anemia'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0008383', 'label': 'rheumatoid arthritis'}",{'notes': 'second_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0004979', 'label': 'asthma'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4812', 'label': 'HAP1'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11537', 'label': 'TAF4'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:9154', 'label': 'PNKP'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:6600', 'label': 'LIG3'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7106', 'label': 'ATXN3'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:2348', 'label': 'CREBBP'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:9187', 'label': 'POLR2A'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11205', 'label': 'SP1'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:12666', 'label': 'VCP'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:115', 'label': 'ACLY'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:129', 'label': 'ACTA1'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:17780', 'label': 'ACTBL2'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:144', 'label': 'ACTG1'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:170', 'label': 'ACTR3'}",{'notes': 'second_layer'}
